date,hour,time_period,location,latitude,longitude,weather_condition,temperature_c,humidity_pct,wind_speed_kmh,visibility_km,rainfall_mm,congestion_pct,speed_kmh,is_weekend,road_type,is_junction,is_school_zone,flood_risk,risk_score,accident
2023-07-10,17,Evening Peak,Tambaram,12.92391,80.11992,Light Rain,28.1,91.7,6.1,2.4,7.7,100,9.0,0,Arterial,0,0,0,73.9,0
2022-07-25,21,Night,Ambattur,13.11236,80.15623,Heavy Rain,29.0,65.5,24.6,1.9,39.3,64,32.1,0,Coastal,0,0,1,99.0,1
2022-05-02,2,Early Morning,T Nagar,13.04092,80.23011,Clear,30.8,72.4,5.2,10.8,0.0,20,60.3,0,Arterial,1,0,0,42.3,0
2024-03-24,15,Night,OMR IT Corridor,12.93687,80.21851,Clear,21.1,72.8,17.8,14.7,0.0,45,43.9,1,Highway,0,0,0,37.7,0
2023-11-18,9,Morning Peak,Manali,13.17923,80.25465,Clear,20.9,70.5,10.4,10.9,0.0,63,34.8,1,Arterial,1,0,0,62.5,0
2024-07-28,20,Evening Peak,Adyar,13.01593,80.26002,Clear,28.3,55.1,7.3,6.1,0.0,84,15.8,1,Flyover,1,0,0,80.1,0
2024-05-25,16,Night,Koyambedu,13.0735,80.19734,Fog,32.7,71.3,6.5,0.7,0.0,82,20.2,1,Urban,0,0,0,67.1,1
2023-11-07,9,Morning Peak,ECR,12.90554,80.25186,Clear,29.5,64.6,14.5,6.1,0.0,26,65.2,0,Highway,1,0,0,42.5,0
2022-11-24,12,Afternoon,T Nagar,13.04364,80.23213,Fog,27.3,64.1,18.5,0.9,0.0,100,6.4,0,Urban,0,0,0,70.8,0
2024-09-06,4,Early Morning,Manali,13.16683,80.2505,Clear,25.5,57.5,11.9,11.5,0.0,25,63.2,0,Coastal,1,0,0,44.7,0
2023-03-24,7,Night,T Nagar,13.04026,80.2352,Clear,30.8,66.1,3.4,13.9,0.0,56,43.1,0,Industrial,0,0,0,39.7,0
2024-11-01,6,Night,ECR,12.9037,80.25574,Fog,29.6,89.9,10.0,0.3,0.0,20,61.8,0,Flyover,0,0,0,30.5,0
2022-07-06,16,Night,Manali,13.17197,80.25217,Clear,24.7,46.7,10.3,10.1,0.0,34,49.3,0,Urban,1,0,0,48.3,0
2022-01-07,23,Early Morning,GST Road,12.96398,80.19711,Clear,27.7,55.3,3.1,6.4,0.0,33,61.4,0,Highway,1,0,0,49.7,0
2024-08-24,1,Early Morning,Adyar,13.00392,80.26651,Thunderstorm,32.3,74.7,34.8,1.2,50.6,30,45.0,1,Coastal,0,1,1,94.0,1
2022-06-14,21,Night,T Nagar,13.03929,80.22899,Clear,27.4,70.8,4.1,7.2,0.0,60,33.2,0,Industrial,0,0,0,46.4,0
2023-04-02,0,Early Morning,Ambattur,13.1079,80.15916,Heavy Rain,28.4,88.8,12.4,0.9,30.2,40,47.5,1,Urban,0,0,1,84.8,0
2022-03-07,21,Night,Velachery,13.00145,80.21327,Clear,27.0,71.7,6.3,14.4,0.0,32,54.2,0,Highway,0,0,0,27.9,0
2022-04-10,7,Night,Tambaram,12.92169,80.12926,Light Rain,32.1,64.9,19.9,3.8,5.9,44,52.0,1,Arterial,1,0,0,60.0,0
2023-10-16,18,Evening Peak,ECR,12.90789,80.25441,Clear,22.8,52.1,17.8,13.4,0.0,30,58.8,0,Flyover,1,0,0,42.6,0
2023-07-18,1,Early Morning,Poonamallee,13.04901,80.15995,Clear,31.6,57.8,10.9,13.9,0.0,12,73.9,0,Urban,1,0,0,21.3,0
2024-12-10,10,Morning Peak,Tambaram,12.9301,80.12412,Clear,25.8,56.3,15.6,7.3,0.0,100,5.0,0,Coastal,0,0,0,58.6,0
2022-10-23,14,Afternoon,Pallavaram,12.96814,80.14649,Heavy Rain,25.1,68.9,14.9,1.1,22.5,81,11.9,1,Highway,1,0,1,98.0,1
2023-01-26,1,Early Morning,Adyar,12.99725,80.25484,Drizzle,27.4,62.5,16.5,6.4,0.2,6,67.3,0,Industrial,1,0,0,42.1,0
2024-09-08,6,Night,Porur,13.03973,80.15933,Clear,29.7,50.7,15.3,8.7,0.0,34,52.6,1,Flyover,1,0,0,47.5,0
2023-05-12,22,Night,ECR,12.89651,80.26022,Clear,30.9,52.2,7.8,9.6,0.0,19,63.7,0,Urban,0,0,0,18.3,0
2024-01-06,9,Morning Peak,Adyar,13.00774,80.24689,Drizzle,29.6,86.7,7.8,7.5,1.0,87,7.0,1,Arterial,0,0,0,55.6,0
2023-03-30,23,Early Morning,OMR IT Corridor,12.92649,80.23009,Heavy Rain,23.5,85.2,13.9,1.3,27.5,44,41.9,0,Arterial,0,0,1,79.7,0
2024-10-19,17,Evening Peak,T Nagar,13.0488,80.23872,Clear,28.3,66.7,15.3,9.0,0.0,100,5.0,1,Coastal,0,0,0,72.6,1
2024-09-27,5,Night,Pallavaram,12.96947,80.15438,Clear,24.5,73.7,11.4,14.9,0.0,41,52.4,0,Highway,1,0,0,36.8,0
2022-01-14,13,Afternoon,OMR IT Corridor,12.93449,80.22209,Clear,27.9,60.2,8.7,8.1,0.0,72,19.0,0,Industrial,1,1,0,70.1,0
2024-09-26,0,Early Morning,Anna Salai,13.06469,80.25324,Fog,27.6,60.6,15.0,0.5,0.0,47,40.8,0,Industrial,1,0,0,65.8,0
2024-05-31,5,Night,Kathipara,13.01211,80.20763,Clear,32.2,52.6,8.4,10.7,0.0,64,39.5,0,Coastal,0,1,0,58.9,0
2024-07-29,18,Evening Peak,GST Road,12.97378,80.20009,Clear,32.2,65.5,17.3,8.0,0.0,100,5.0,0,Flyover,1,0,0,76.3,1
2024-04-10,12,Afternoon,Velachery,13.00551,80.21256,Clear,33.8,60.0,9.8,6.5,0.0,52,41.6,0,Urban,1,1,0,53.8,0
2022-07-15,16,Night,Pallavaram,12.97537,80.14377,Heavy Rain,28.1,91.1,19.3,0.8,36.0,46,44.3,0,Highway,1,0,1,99.0,1
2022-03-09,5,Night,Pallavaram,12.97592,80.14761,Clear,28.4,69.6,16.8,6.1,0.0,45,43.8,0,Highway,0,0,0,38.2,0
2024-03-07,21,Night,Pallavaram,12.97192,80.15316,Clear,29.6,67.2,16.2,9.5,0.0,23,69.0,0,Flyover,1,0,0,48.4,0
2023-12-10,1,Early Morning,Kathipara,13.00637,80.21248,Clear,25.2,73.6,9.1,13.5,0.0,40,49.3,1,Urban,0,0,0,33.6,0
2024-07-11,15,Night,GST Road,12.96824,80.19977,Light Rain,32.3,83.8,13.9,5.8,4.9,72,25.1,0,Highway,1,0,0,65.6,1
2022-05-31,2,Early Morning,Adyar,13.01056,80.24286,Drizzle,31.8,63.7,2.1,6.8,1.3,34,44.1,0,Urban,0,0,0,31.6,0
2022-07-29,4,Early Morning,Kathipara,13.0039,80.20403,Light Rain,25.4,74.3,2.5,3.8,6.0,53,35.3,0,Urban,1,0,0,68.0,0
2024-02-28,0,Early Morning,Adyar,13.00647,80.25949,Clear,27.4,74.8,6.4,13.0,0.0,23,55.2,0,Industrial,0,0,0,27.5,0
2022-10-12,8,Morning Peak,Adyar,13.00423,80.24932,Light Rain,24.2,69.7,7.4,2.6,2.5,94,12.3,0,Highway,0,1,0,73.3,0
2024-10-12,19,Evening Peak,ECR,12.90056,80.25095,Light Rain,30.6,81.7,16.5,2.4,3.7,29,67.2,1,Urban,0,0,0,45.0,0
2022-10-06,9,Morning Peak,Koyambedu,13.07155,80.19995,Drizzle,27.1,66.2,9.2,6.8,1.0,100,5.0,0,Urban,0,0,0,67.4,0
2023-05-12,10,Morning Peak,Velachery,13.00644,80.22071,Clear,27.4,51.0,20.0,13.1,0.0,82,14.7,0,Arterial,1,0,0,66.9,0
2024-08-03,22,Night,GST Road,12.9712,80.20029,Thunderstorm,33.2,88.7,28.9,0.6,47.7,78,22.2,1,Coastal,1,0,1,99.0,1
2023-06-02,21,Night,OMR IT Corridor,12.93289,80.20662,Clear,36.2,59.4,9.2,13.1,0.0,60,31.3,0,Industrial,1,1,0,54.9,0
2024-05-06,17,Evening Peak,Anna Salai,13.0585,80.25956,Clear,36.1,71.9,11.7,9.2,0.0,100,5.0,0,Flyover,1,0,0,92.5,1
2023-12-29,5,Night,T Nagar,13.04085,80.23519,Clear,25.3,74.0,8.0,11.1,0.0,61,33.7,0,Coastal,0,0,0,45.6,0
2023-03-31,16,Night,Tambaram,12.92472,80.13952,Clear,24.6,62.3,10.0,11.2,0.0,45,45.0,0,Coastal,0,0,0,42.1,0
2024-10-21,4,Early Morning,Koyambedu,13.07493,80.20074,Clear,26.1,47.6,17.0,10.3,0.0,33,47.9,0,Flyover,0,0,0,40.1,0
2024-07-21,6,Night,Poonamallee,13.04007,80.15481,Fog,34.5,75.3,14.5,0.6,0.0,23,61.3,1,Urban,0,0,0,34.6,0
2022-08-24,0,Early Morning,Porur,13.03741,80.15931,Light Rain,32.5,78.1,11.9,2.4,8.2,41,49.5,0,Urban,1,1,0,55.2,0
2023-04-20,12,Afternoon,T Nagar,13.04662,80.24005,Clear,29.9,58.0,2.5,11.8,0.0,60,35.0,0,Industrial,1,0,0,62.2,0
2024-05-29,12,Afternoon,Anna Salai,13.06221,80.26338,Clear,32.1,46.9,3.8,7.9,0.0,75,20.6,0,Industrial,0,0,0,56.4,0
2024-07-26,3,Early Morning,Adyar,13.00678,80.25162,Clear,22.5,74.0,7.6,10.4,0.0,11,79.2,0,Coastal,1,0,0,30.4,0
2023-12-14,11,Afternoon,Porur,13.03084,80.14643,Clear,25.5,72.6,12.6,7.6,0.0,48,35.0,0,Flyover,0,0,0,51.6,0
2023-09-18,3,Early Morning,OMR IT Corridor,12.93295,80.21766,Light Rain,23.2,80.9,12.3,2.6,4.5,47,47.3,0,Coastal,0,0,0,42.9,0
2022-12-21,17,Evening Peak,OMR IT Corridor,12.9154,80.23255,Clear,26.7,46.6,8.5,7.3,0.0,81,7.0,0,Highway,0,0,0,66.7,1
2024-11-01,20,Evening Peak,Manali,13.1788,80.26422,Thunderstorm,31.0,75.5,10.0,0.9,48.4,100,5.0,0,Industrial,0,0,1,99.0,1
2023-07-17,7,Night,Poonamallee,13.04959,80.15471,Light Rain,28.5,77.9,12.3,5.1,6.1,24,60.5,0,Urban,1,0,0,39.1,0
2024-01-22,17,Evening Peak,Porur,13.0344,80.14874,Clear,24.5,58.2,5.9,12.8,0.0,89,5.0,0,Coastal,0,0,0,50.9,0
2023-05-22,9,Morning Peak,Porur,13.0367,80.16416,Clear,28.8,58.2,19.9,10.0,0.0,91,5.0,0,Arterial,0,0,0,53.8,0
2023-12-20,22,Night,ECR,12.907,80.24779,Clear,32.5,49.2,5.7,7.5,0.0,10,74.8,0,Arterial,1,0,0,25.6,0
2024-12-26,8,Morning Peak,ECR,12.90283,80.24603,Clear,27.3,53.0,17.4,8.9,0.0,20,65.6,0,Flyover,1,0,0,33.8,0
2024-04-22,1,Early Morning,Adyar,13.0089,80.257,Clear,29.6,71.0,6.5,7.1,0.0,27,59.5,0,Flyover,0,0,0,37.5,0
2024-03-15,15,Night,OMR IT Corridor,12.92853,80.21895,Clear,25.2,64.0,17.8,8.4,0.0,44,47.5,0,Highway,0,0,0,39.3,0
2024-01-26,14,Afternoon,Manali,13.1668,80.25379,Fog,29.7,87.1,15.2,0.2,0.0,59,25.8,0,Flyover,1,0,0,72.2,0
2022-05-10,17,Evening Peak,Velachery,13.00058,80.21744,Clear,32.6,69.9,8.1,9.9,0.0,76,23.7,0,Industrial,0,1,0,53.6,0
2023-12-05,21,Night,Ambattur,13.12054,80.15143,Heavy Rain,30.3,76.1,8.7,0.6,33.5,63,25.4,0,Arterial,0,0,1,98.5,1
2022-09-28,20,Evening Peak,Adyar,13.00076,80.25865,Heavy Rain,26.7,73.0,32.1,1.9,18.2,100,5.0,0,Arterial,0,0,1,99.0,0
2024-05-29,20,Evening Peak,Kathipara,13.00885,80.21072,Clear,30.1,59.3,4.4,6.0,0.0,100,5.0,0,Arterial,1,0,0,99.0,1
2023-12-05,3,Early Morning,Porur,13.03301,80.15035,Clear,30.7,66.9,3.8,7.2,0.0,23,74.5,0,Urban,0,0,0,26.1,0
2024-02-23,4,Early Morning,T Nagar,13.05,80.24249,Clear,29.3,60.9,2.2,7.3,0.0,26,62.0,0,Flyover,0,0,0,44.3,0
2023-03-13,20,Evening Peak,Tambaram,12.921,80.12648,Drizzle,28.8,63.5,15.5,5.6,1.4,100,5.0,0,Industrial,1,0,0,78.7,1
2022-10-14,7,Night,Adyar,13.00058,80.25727,Clear,27.0,63.0,15.0,8.2,0.0,34,54.0,0,Urban,1,0,0,39.8,0
2023-09-10,6,Night,Poonamallee,13.04745,80.15747,Drizzle,24.8,87.8,6.3,4.8,0.8,5,77.9,1,Coastal,0,0,0,29.9,0
2022-05-26,16,Night,Pallavaram,12.96145,80.15826,Clear,27.8,73.0,4.4,14.9,0.0,39,45.3,0,Industrial,0,0,0,26.7,0
2022-12-20,15,Night,Ambattur,13.11709,80.15518,Heavy Rain,29.4,93.2,16.9,1.4,10.4,65,23.4,0,Urban,1,0,1,88.6,1
2024-04-03,2,Early Morning,T Nagar,13.03473,80.23354,Clear,38.6,53.3,7.6,11.5,0.0,23,57.9,0,Industrial,1,1,0,48.5,0
2022-11-15,17,Evening Peak,Koyambedu,13.07486,80.19785,Thunderstorm,27.5,84.5,26.9,1.1,53.4,100,5.0,0,Arterial,0,0,1,99.0,1
2024-07-17,19,Evening Peak,ECR,12.90301,80.2643,Heavy Rain,27.0,66.1,5.4,1.5,29.7,46,44.2,0,Arterial,1,0,1,91.9,1
2023-06-15,5,Night,Koyambedu,13.07007,80.19404,Heavy Rain,31.9,61.0,29.2,1.7,18.1,84,17.6,0,Urban,1,0,1,99.0,1
2024-10-13,14,Afternoon,Poonamallee,13.03914,80.14412,Light Rain,24.6,72.9,6.6,4.0,6.1,34,47.3,1,Highway,1,0,0,38.9,0
2022-08-25,7,Night,Tambaram,12.92484,80.13996,Fog,29.5,76.5,8.9,0.2,0.0,68,29.8,0,Arterial,0,1,0,56.2,0
2022-03-14,17,Evening Peak,Ambattur,13.11381,80.1594,Clear,26.3,57.6,7.8,12.7,0.0,80,17.3,0,Coastal,1,0,0,66.4,0
2024-02-03,3,Early Morning,Poonamallee,13.04246,80.15826,Clear,28.6,46.4,9.2,6.5,0.0,9,69.0,1,Coastal,1,0,0,32.5,0
2023-09-29,10,Morning Peak,Kathipara,13.00501,80.21064,Fog,31.6,67.0,12.1,0.2,0.0,100,5.4,0,Urban,1,0,0,96.7,1
2024-10-07,6,Night,Tambaram,12.92277,80.13159,Clear,28.0,57.3,6.2,12.8,0.0,56,38.0,0,Urban,1,0,0,49.7,0
2022-01-20,10,Morning Peak,Anna Salai,13.05714,80.25117,Clear,28.3,67.1,7.5,9.4,0.0,100,5.0,0,Arterial,1,0,0,80.3,1
2022-10-19,22,Night,Adyar,13.00698,80.25975,Heavy Rain,23.4,73.0,34.2,1.9,36.9,64,31.2,0,Highway,1,0,1,99.0,1
2022-05-08,13,Afternoon,T Nagar,13.03192,80.2294,Clear,31.4,52.8,7.7,8.1,0.0,69,18.8,1,Coastal,1,0,0,68.4,1
2023-07-11,7,Night,Kathipara,13.01715,80.21659,Clear,28.2,48.2,10.1,7.2,0.0,62,37.9,0,Urban,0,0,0,54.7,0
2023-03-02,14,Afternoon,Adyar,13.00501,80.25403,Clear,26.6,47.7,16.5,13.7,0.0,49,38.9,0,Urban,1,0,0,48.6,0
2022-03-24,6,Night,Porur,13.0366,80.15722,Clear,26.1,56.9,2.9,7.3,0.0,45,50.0,0,Urban,0,1,0,44.7,0
2022-03-05,12,Afternoon,Porur,13.02838,80.14443,Clear,20.3,52.5,10.3,12.7,0.0,61,24.4,1,Arterial,0,0,0,39.4,0
2023-04-01,4,Early Morning,GST Road,12.96575,80.19089,Clear,29.1,62.5,6.7,9.4,0.0,34,56.6,1,Highway,0,0,0,31.8,0
2024-06-27,4,Early Morning,Kathipara,12.99654,80.20777,Clear,24.8,54.9,2.8,13.5,0.0,39,41.4,0,Coastal,0,1,0,37.1,0
2024-06-06,23,Early Morning,Velachery,13.00672,80.2238,Fog,25.5,91.8,6.9,0.5,0.0,33,48.7,0,Coastal,1,0,0,57.1,0
2023-05-19,20,Evening Peak,Adyar,13.00591,80.25696,Clear,33.2,59.4,3.6,13.9,0.0,79,14.6,0,Coastal,0,0,0,47.5,0
2024-12-12,7,Night,T Nagar,13.04094,80.24266,Clear,30.9,66.4,10.6,10.9,0.0,43,37.5,0,Coastal,0,0,0,47.9,0
2023-10-21,12,Afternoon,Adyar,13.00565,80.25375,Light Rain,28.4,91.4,16.0,3.3,3.0,70,21.0,1,Highway,1,0,0,76.1,1
2023-04-22,5,Night,Kathipara,13.01289,80.20806,Clear,26.8,67.1,15.8,8.2,0.0,81,12.2,1,Arterial,1,1,0,73.2,1
2022-12-22,5,Night,GST Road,12.9731,80.20641,Clear,26.9,65.9,18.5,13.3,0.0,64,29.0,0,Highway,1,0,0,50.3,0
2022-10-19,18,Evening Peak,GST Road,12.9739,80.19651,Clear,31.7,50.3,2.7,13.3,0.0,100,5.0,0,Highway,0,0,0,61.2,0
2024-12-14,15,Night,Anna Salai,13.06462,80.24976,Fog,27.3,88.2,8.1,0.7,0.0,81,21.2,1,Arterial,1,0,0,73.1,1
2022-02-14,4,Early Morning,ECR,12.89707,80.25538,Clear,30.8,55.9,3.3,7.3,0.0,16,70.8,0,Flyover,1,0,0,32.6,0
2022-07-26,10,Morning Peak,Adyar,13.00292,80.24999,Light Rain,30.4,75.3,13.5,5.9,7.6,100,5.0,0,Coastal,1,0,0,79.9,0
2024-01-01,7,Night,T Nagar,13.04844,80.23688,Clear,26.4,48.8,15.1,7.6,0.0,58,44.4,0,Flyover,1,0,0,57.1,0
2022-03-08,5,Night,ECR,12.90694,80.25299,Clear,32.3,63.3,13.5,13.3,0.0,14,76.4,0,Highway,1,0,0,27.0,0
2022-06-09,7,Night,Koyambedu,13.07209,80.20016,Clear,29.0,66.3,13.5,7.5,0.0,46,39.0,0,Urban,0,0,0,37.8,0
2023-05-27,22,Night,Kathipara,12.99967,80.22078,Clear,31.1,66.6,2.9,13.1,0.0,55,34.9,1,Coastal,1,1,0,55.7,0
2024-04-27,15,Night,Pallavaram,12.96904,80.15398,Clear,34.8,70.9,13.7,10.9,0.0,43,42.7,1,Flyover,0,0,0,31.9,0
2022-03-10,9,Morning Peak,Anna Salai,13.06511,80.25526,Clear,30.0,47.2,5.1,14.6,0.0,100,5.0,0,Coastal,0,0,0,66.7,0
2022-07-10,10,Morning Peak,ECR,12.90561,80.25857,Clear,27.1,64.6,12.9,14.0,0.0,26,52.7,1,Coastal,0,0,0,27.1,0
2023-02-25,6,Night,Velachery,13.00354,80.21826,Clear,24.9,66.9,6.8,12.5,0.0,43,51.8,1,Urban,0,0,0,31.9,0
2024-03-15,18,Evening Peak,Poonamallee,13.04734,80.16181,Clear,26.0,53.8,13.9,7.4,0.0,43,58.6,0,Industrial,0,0,0,44.6,0
2023-02-28,5,Night,T Nagar,13.033,80.23787,Clear,30.4,70.3,7.6,6.7,0.0,57,40.8,0,Coastal,0,1,0,52.5,0
2023-06-27,2,Early Morning,T Nagar,13.04111,80.22798,Fog,30.2,75.6,6.7,0.3,0.0,45,39.7,0,Coastal,0,0,0,46.4,0
2022-05-07,4,Early Morning,Ambattur,13.11724,80.16315,Clear,30.1,65.0,16.5,6.9,0.0,25,54.0,1,Coastal,1,0,0,43.7,0
2022-05-05,12,Afternoon,Porur,13.04178,80.15415,Clear,29.3,62.2,6.2,14.7,0.0,52,38.5,0,Urban,0,1,0,31.9,0
2022-03-13,16,Night,ECR,12.90554,80.2521,Clear,21.5,65.3,13.2,13.2,0.0,15,63.6,1,Highway,1,0,0,22.6,0
2022-12-09,6,Night,Ambattur,13.11791,80.15294,Light Rain,27.2,88.8,4.7,2.2,1.7,60,30.0,0,Industrial,0,1,0,50.3,0
2022-05-18,2,Early Morning,Velachery,13.01146,80.21381,Clear,30.2,70.7,11.4,11.0,0.0,7,66.8,0,Highway,1,0,0,38.4,0
2024-12-06,13,Afternoon,Kathipara,13.00674,80.22329,Clear,23.7,73.2,18.6,7.3,0.0,78,18.5,0,Industrial,1,0,0,80.6,0
2024-04-21,8,Morning Peak,Velachery,13.01683,80.23121,Clear,29.3,59.2,5.1,11.1,0.0,86,16.3,1,Coastal,0,0,0,57.6,0
2024-04-02,1,Early Morning,Velachery,13.01069,80.21814,Clear,32.4,72.6,18.1,9.0,0.0,15,68.0,0,Highway,0,0,0,23.6,0
2023-09-29,8,Morning Peak,Porur,13.03353,80.16068,Fog,32.9,63.4,17.6,0.8,0.0,100,5.0,0,Arterial,0,0,0,79.4,0
2023-10-20,8,Morning Peak,Tambaram,12.91719,80.12653,Thunderstorm,29.3,85.9,27.8,1.1,27.5,100,5.0,0,Urban,1,0,1,99.0,1
2023-09-30,22,Night,Poonamallee,13.04519,80.16087,Thunderstorm,33.4,79.9,10.2,1.2,41.0,40,42.9,1,Arterial,1,0,1,98.2,0
2023-02-12,8,Morning Peak,Koyambedu,13.07551,80.19771,Clear,27.0,45.9,8.7,10.5,0.0,96,5.0,1,Industrial,0,1,0,60.5,0
2024-08-29,18,Evening Peak,Poonamallee,13.05124,80.16272,Light Rain,26.8,86.2,14.4,2.7,9.1,62,28.0,0,Urban,0,0,1,71.1,0
2023-03-15,7,Night,T Nagar,13.0425,80.22526,Clear,25.9,70.9,19.4,7.9,0.0,57,33.7,0,Flyover,0,1,0,45.3,0
2022-12-21,19,Evening Peak,Ambattur,13.10633,80.15737,Heavy Rain,25.1,70.7,34.0,0.9,34.2,100,5.0,0,Flyover,0,1,1,99.0,1
2023-03-23,14,Afternoon,Adyar,13.00656,80.26596,Clear,26.9,60.3,13.9,13.4,0.0,65,25.7,0,Urban,1,0,0,49.1,0
2023-08-02,9,Morning Peak,T Nagar,13.04414,80.22911,Heavy Rain,28.8,82.4,30.8,0.6,39.7,100,5.0,0,Urban,1,1,1,99.0,1
2024-11-25,7,Night,Pallavaram,12.967,80.14888,Heavy Rain,25.8,64.9,5.8,1.8,34.3,51,35.1,0,Coastal,1,0,1,93.7,1
2024-03-06,23,Early Morning,Anna Salai,13.06554,80.26107,Clear,29.5,69.5,8.2,15.0,0.0,27,65.9,0,Flyover,0,0,0,27.9,0
2024-09-01,21,Night,Koyambedu,13.06929,80.19106,Fog,31.3,66.3,3.8,0.9,0.0,54,41.2,1,Arterial,1,0,0,68.6,0
2023-01-10,21,Night,Pallavaram,12.96609,80.15023,Fog,22.8,72.4,15.4,0.3,0.0,58,25.8,0,Urban,0,1,0,46.6,0
2024-02-01,8,Morning Peak,ECR,12.90627,80.24643,Clear,22.1,62.5,19.0,13.7,0.0,27,51.6,0,Highway,0,0,0,28.0,0
2022-09-03,21,Night,Velachery,13.00662,80.21282,Fog,29.1,90.5,4.7,0.5,0.0,67,22.7,1,Arterial,0,1,0,48.1,0
2024-07-26,4,Early Morning,Koyambedu,13.0704,80.20054,Clear,30.4,74.6,7.6,7.6,0.0,19,65.1,0,Highway,0,0,0,33.8,0
2022-12-12,18,Evening Peak,Ambattur,13.11777,80.15568,Light Rain,29.3,64.5,9.8,5.1,8.0,96,5.0,0,Coastal,0,1,0,70.3,1
2022-03-19,17,Evening Peak,GST Road,12.96624,80.18529,Clear,31.9,60.9,2.3,14.6,0.0,100,5.0,1,Highway,1,0,0,61.7,0
2023-12-07,9,Morning Peak,OMR IT Corridor,12.92285,80.2242,Light Rain,24.8,62.3,2.8,4.0,3.8,100,5.0,0,Urban,0,0,0,67.1,0
2024-06-07,21,Night,OMR IT Corridor,12.92699,80.22797,Light Rain,30.8,92.1,9.3,5.6,4.2,46,39.2,0,Arterial,0,1,0,42.6,0
2023-03-09,23,Early Morning,Anna Salai,13.05893,80.25711,Clear,34.8,56.0,13.7,7.5,0.0,46,44.8,0,Highway,0,0,0,41.7,0
2024-12-31,19,Evening Peak,Anna Salai,13.06224,80.24868,Clear,32.4,46.4,4.1,6.4,0.0,100,5.0,0,Coastal,0,0,0,73.4,0
2022-11-10,6,Night,Tambaram,12.93887,80.12899,Clear,31.6,57.6,3.8,6.1,0.0,39,46.7,0,Industrial,0,0,0,47.2,0
2022-10-08,13,Afternoon,Porur,13.03637,80.15001,Clear,26.2,68.5,11.0,10.6,0.0,61,27.9,1,Industrial,0,0,0,52.4,0
2024-12-07,6,Night,Koyambedu,13.0748,80.19256,Clear,26.4,46.2,10.9,8.7,0.0,59,33.1,1,Arterial,1,0,0,61.1,0
2023-04-26,0,Early Morning,Anna Salai,13.06612,80.25227,Clear,34.3,49.5,3.6,14.2,0.0,28,62.7,0,Industrial,0,0,0,28.8,0
2023-06-09,20,Evening Peak,GST Road,12.96958,80.19512,Thunderstorm,24.2,61.8,29.4,1.5,30.6,100,10.3,0,Highway,1,0,1,99.0,1
2022-08-26,3,Early Morning,Porur,13.03592,80.16426,Clear,30.6,50.1,8.4,6.4,0.0,23,63.9,0,Coastal,1,0,0,37.8,0
2022-07-10,11,Afternoon,Porur,13.03794,80.15626,Light Rain,24.5,76.0,17.0,2.5,4.6,72,28.3,1,Flyover,1,0,0,82.7,0
2022-08-20,4,Early Morning,Tambaram,12.9258,80.12913,Clear,28.8,72.3,10.7,14.8,0.0,27,56.6,1,Industrial,1,0,0,37.2,0
2024-02-17,11,Afternoon,ECR,12.90082,80.25354,Heavy Rain,26.8,94.1,8.9,1.5,35.2,36,46.2,1,Coastal,0,0,1,78.4,1
2023-06-20,20,Evening Peak,Koyambedu,13.07599,80.19421,Heavy Rain,27.8,67.8,33.7,1.8,25.7,100,5.0,0,Urban,1,0,1,99.0,1
2023-05-25,15,Night,Koyambedu,13.06929,80.1898,Clear,27.2,49.5,16.9,11.8,0.0,44,49.0,0,Industrial,0,0,0,40.1,0
2022-11-18,16,Night,Porur,13.03461,80.15537,Fog,30.5,71.2,8.0,0.6,0.0,59,28.2,0,Urban,0,0,0,59.6,0
2024-02-15,12,Afternoon,Porur,13.03419,80.16329,Clear,32.3,69.0,10.1,10.1,0.0,66,32.2,0,Coastal,0,0,0,42.7,0
2024-10-15,23,Early Morning,T Nagar,13.04382,80.23398,Heavy Rain,22.7,87.7,33.9,1.1,11.1,42,48.0,0,Flyover,0,0,0,55.2,0
2023-02-28,20,Evening Peak,T Nagar,13.04774,80.23178,Clear,26.3,69.8,16.7,9.1,0.0,100,5.0,0,Coastal,0,0,0,67.7,0
2024-01-15,22,Night,Manali,13.16953,80.25493,Light Rain,24.9,93.8,7.3,5.0,3.0,47,35.7,0,Industrial,0,0,0,41.8,0
2022-12-03,15,Night,OMR IT Corridor,12.93759,80.2161,Clear,32.7,57.3,6.6,12.7,0.0,37,53.0,1,Arterial,0,1,0,33.0,0
2024-03-15,6,Night,Manali,13.16835,80.25975,Clear,25.4,46.4,13.4,7.7,0.0,38,55.1,0,Flyover,1,0,0,48.2,0
2024-07-11,14,Afternoon,T Nagar,13.04059,80.23746,Fog,32.3,93.7,2.1,0.6,0.0,100,5.0,0,Flyover,0,1,0,65.3,0
2024-09-16,16,Night,Ambattur,13.11984,80.1542,Clear,23.7,48.9,9.0,7.6,0.0,21,67.4,0,Industrial,1,0,0,41.5,0
2024-02-27,13,Afternoon,ECR,12.90185,80.25436,Clear,25.7,53.2,19.3,12.9,0.0,17,69.9,0,Urban,0,0,0,14.5,0
2024-04-25,19,Evening Peak,Tambaram,12.92547,80.1262,Clear,34.1,54.4,15.3,10.6,0.0,100,5.0,0,Industrial,1,0,0,70.6,0
2023-08-19,21,Night,Koyambedu,13.07483,80.19212,Clear,24.8,66.3,19.6,7.2,0.0,55,37.8,1,Arterial,1,0,0,66.8,1
